SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1573519,313765,Cash loans,NA,0,0,NA,NA,SATURDAY,12,Y,1,NA,NA,NA,XNA,Canceled,-399,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1346700,174645,Cash loans,28736.235,787500,895608,NA,787500,TUESDAY,18,Y,1,NA,NA,NA,Other,Refused,-469,Cash through the bank,HC,NA,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48,low_normal,Cash Street: low,NA,NA,NA,NA,NA,NA
1840262,103231,Cash loans,13763.205,225000,269550,NA,225000,MONDAY,14,Y,1,NA,NA,NA,XNA,Approved,-89,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,36,middle,Cash X-Sell: middle,365243,-59,991,365243,365243,1
1459750,185974,Revolving loans,13500,0,270000,NA,NA,WEDNESDAY,11,Y,1,NA,NA,NA,XAP,Approved,-553,XNA,XAP,NA,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-292,-240,365243,365243,365243,0
1028496,240352,Consumer loans,13922.595,133650,147762,0,133650,TUESDAY,15,Y,1,0,NA,NA,XAP,Approved,-643,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,87,Consumer electronics,12,low_normal,POS household with interest,365243,-610,-280,-550,-547,0
1893865,148844,Consumer loans,4331.52,22851,21582,2286,22851,FRIDAY,9,Y,1,0.1043096119566708,NA,NA,XAP,Approved,-2666,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,60,Connectivity,6,low_normal,POS mobile with interest,365243,-2635,-2485,-2485,-2482,1
2052788,285898,Cash loans,31377.015,454500,490495.5,NA,454500,THURSDAY,19,Y,1,NA,NA,NA,XNA,Refused,-326,Cash through the bank,HC,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,NA,NA,NA,NA,NA,NA
1667066,350555,Consumer loans,3249.045,25150.5,24502.5,2515.5,25150.5,TUESDAY,14,Y,1,0.10139937011689168,NA,NA,XAP,Approved,-2363,Cash through the bank,XAP,Other_B,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,31,Connectivity,10,high,POS mobile with interest,365243,-2332,-2062,-2062,-2057,0
1508051,198626,Consumer loans,8447.445,32958,29650.5,3307.5,32958,TUESDAY,12,Y,1,0.1092957152077851,NA,NA,XAP,Refused,-2534,Cash through the bank,SCO,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,19,Connectivity,4,low_normal,POS mobile with interest,NA,NA,NA,NA,NA,NA
1437026,425504,Consumer loans,8643.96,106605,122436,0,106605,THURSDAY,14,Y,1,0,NA,NA,XAP,Approved,-1139,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,1169,Furniture,18,middle,POS industry with interest,365243,-1108,-598,-628,-625,0
2581728,434949,Cash loans,55998.99,990000,1099773,NA,990000,WEDNESDAY,6,Y,1,NA,NA,NA,XNA,Approved,-199,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_action,Cash X-Sell: low,365243,-193,523,-193,-188,0
1516753,202796,Consumer loans,5883.21,60390,60390,0,60390,WEDNESDAY,14,Y,1,0,NA,NA,XAP,Approved,-317,Cash through the bank,XAP,NA,Repeater,Furniture,POS,XNA,Stone,50,Construction,12,low_normal,POS industry with interest,365243,-287,43,365243,365243,0
2458923,449513,Consumer loans,7241.445,43380,36081,9000,43380,FRIDAY,16,Y,1,0.2174268135537849,NA,NA,XAP,Approved,-2917,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,100,Connectivity,6,low_normal,POS mobile with interest,365243,-2886,-2736,-2736,-2600,1
2826823,427783,Cash loans,10701,67500,70470,0,67500,MONDAY,9,Y,1,0,NA,NA,XNA,Approved,-1266,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,8,middle,Cash Street: middle,365243,-1235,-1025,-1115,-1105,0
2544367,165089,Revolving loans,2250,45000,45000,NA,45000,THURSDAY,12,Y,1,NA,NA,NA,XAP,Refused,-269,XNA,HC,Unaccompanied,New,XNA,Cards,walk-in,Regional / Local,780,Consumer electronics,0,XNA,Card Street,NA,NA,NA,NA,NA,NA
1040320,437158,Consumer loans,8388.45,32715,29443.5,3271.5,32715,SATURDAY,15,Y,1,0.1089090909090909,NA,NA,XAP,Refused,-2789,XNA,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Stone,90,Connectivity,4,high,POS mobile with interest,NA,NA,NA,NA,NA,NA
1314656,188369,Cash loans,16335.315,225000,290200.5,NA,225000,WEDNESDAY,13,Y,1,NA,NA,NA,XNA,Refused,-344,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
2362927,420589,Consumer loans,18022.5,200250,180225,20025,200250,SUNDAY,9,Y,1,0.1089090909090909,NA,NA,XAP,Approved,-1346,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,10,Clothing,12,middle,POS industry with interest,365243,-1312,-982,-1222,-1213,0
2531307,107876,Consumer loans,10876.455,110313,132156,0,110313,THURSDAY,13,Y,1,0,NA,NA,XAP,Refused,-1777,Cash through the bank,LIMIT,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,141,Construction,24,high,POS industry with interest,NA,NA,NA,NA,NA,NA
2257267,285108,Revolving loans,13500,270000,270000,NA,270000,SATURDAY,12,Y,1,NA,NA,NA,XAP,Approved,-262,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,NA,NA,NA,NA,NA,NA
2028550,277420,Consumer loans,5923.71,62955,49405.5,18000,62955,SATURDAY,9,Y,1,0.2908314063931927,NA,NA,XAP,Approved,-1967,Cash through the bank,XAP,Family,New,Sport and Leisure,POS,XNA,Stone,352,Industry,12,high,POS industry with interest,365243,-1936,-1606,-1606,-1602,0
2046378,385530,Cash loans,NA,0,0,NA,NA,FRIDAY,14,Y,1,NA,NA,NA,XNA,Canceled,-125,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1005772,177875,Consumer loans,24132.51,215415,238162.5,0,215415,SUNDAY,4,Y,1,0,NA,NA,XAP,Approved,-235,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,130,Consumer electronics,12,middle,POS household with interest,365243,-205,125,-25,-18,1
1413343,427420,Consumer loans,10343.97,61425,49140,12285,61425,SATURDAY,16,Y,1,0.2178181818181818,NA,NA,XAP,Approved,-1459,XNA,XAP,NA,New,Audio/Video,POS,XNA,Country-wide,84,Connectivity,5,low_normal,POS mobile without interest,365243,-1403,-1283,-1313,-1310,0
2658008,228553,Cash loans,29359.44,450000,499896,NA,450000,WEDNESDAY,7,Y,1,NA,NA,NA,XNA,Approved,-1469,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-1439,-749,-809,-800,1
2802882,336013,Consumer loans,4005.585,19480.5,19480.5,0,19480.5,TUESDAY,17,Y,1,0,NA,NA,XAP,Approved,-601,XNA,XAP,NA,New,Computers,POS,XNA,Country-wide,27,Connectivity,6,high,POS mobile with interest,365243,-567,-417,-507,-505,0
1042942,278178,Consumer loans,6540.3,35640,32076,3564,35640,FRIDAY,12,Y,1,0.1089090909090909,NA,NA,XAP,Approved,-1645,Cash through the bank,XAP,NA,New,Mobile,POS,XNA,Country-wide,20,Connectivity,6,high,POS mobile with interest,365243,-1607,-1457,-1457,-1454,0
1981333,216754,Cash loans,NA,0,0,NA,NA,TUESDAY,12,Y,1,NA,NA,NA,XNA,Canceled,-198,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2510845,246762,Cash loans,NA,0,0,NA,NA,THURSDAY,11,Y,1,NA,NA,NA,XNA,Canceled,-200,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1491205,135595,Consumer loans,23613.255,233910,126477,113400,233910,SATURDAY,16,Y,1,0.514859319946927,NA,NA,XAP,Approved,-2104,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,3467,Consumer electronics,6,middle,POS household with interest,365243,-2073,-1923,-1923,-1921,0
2271606,235707,Consumer loans,8969.265,75537,75537,0,75537,FRIDAY,12,Y,1,0,NA,NA,XAP,Approved,-61,Cash through the bank,XAP,NA,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12,high,POS mobile with interest,365243,-17,313,365243,365243,0
1614084,436058,Consumer loans,8049.105,56610,50751,9000,56610,MONDAY,15,Y,1,0.16404442070958108,NA,NA,XAP,Approved,-2676,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,40,Connectivity,8,low_normal,POS mobile with interest,365243,-2645,-2435,-2435,-2432,1
1415773,353619,Consumer loans,2500.74,39955.5,52614,0,39955.5,TUESDAY,12,Y,1,0,NA,NA,XAP,Approved,-169,Cash through the bank,XAP,NA,Repeater,Consumer Electronics,POS,XNA,Country-wide,4200,Consumer electronics,24,low_action,POS household without interest,365243,-139,551,365243,365243,1
2527848,172130,Consumer loans,17363.295,88515,93190.5,0,88515,SUNDAY,19,Y,1,0,NA,NA,XAP,Refused,-163,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,100,Consumer electronics,6,middle,POS household with interest,NA,NA,NA,NA,NA,NA
1813469,238478,Revolving loans,NA,0,0,NA,NA,SUNDAY,11,Y,1,NA,NA,NA,XAP,Canceled,-304,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
1379964,424438,Cash loans,NA,0,0,NA,NA,THURSDAY,8,Y,1,NA,NA,NA,XNA,Refused,-201,XNA,HC,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1916000,333025,Cash loans,33643.845,675000,744498,NA,675000,WEDNESDAY,9,Y,1,NA,NA,NA,XNA,Approved,-658,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,365243,-628,422,365243,365243,1
2410701,266745,Consumer loans,7484.85,33705,35374.5,0,33705,FRIDAY,10,Y,1,0,NA,NA,XAP,Approved,-1901,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,9,Connectivity,6,high,POS mobile with interest,365243,-1870,-1720,-1780,-1773,0
1683227,227872,Consumer loans,3339.36,66240,73732.5,0,66240,SUNDAY,16,Y,1,0,NA,NA,XAP,Approved,-1166,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,2326,Consumer electronics,24,low_action,POS household without interest,365243,-1133,-443,-833,-829,0
1384430,203390,Cash loans,12201.3,270000,270000,NA,270000,THURSDAY,10,Y,1,NA,NA,NA,XNA,Approved,-992,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,36,middle,Cash X-Sell: middle,365243,-962,88,-62,-58,0
1366201,439109,Cash loans,28899.405,913500,1046142,NA,913500,TUESDAY,16,Y,1,NA,NA,NA,Buying a new car,Refused,-185,Cash through the bank,HC,NA,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60,low_normal,Cash Street: low,NA,NA,NA,NA,NA,NA
2553318,386662,Cash loans,22414.05,450000,533160,NA,450000,SATURDAY,12,Y,1,NA,NA,NA,Repairs,Approved,-587,XNA,XAP,NA,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48,middle,Cash Street: middle,NA,NA,NA,NA,NA,NA
2504241,220715,Consumer loans,3821.67,32805,18891,14805,32805,SATURDAY,14,Y,1,0.4785135003885004,NA,NA,XAP,Approved,-1587,XNA,XAP,NA,Repeater,Mobile,POS,XNA,Country-wide,23,Connectivity,6,high,POS mobile with interest,365243,-1550,-1400,-1400,-1383,0
1869220,303851,Consumer loans,7020,58500,58500,0,58500,WEDNESDAY,10,Y,1,0,NA,NA,XAP,Approved,-619,Cash through the bank,XAP,NA,Repeater,Furniture,POS,XNA,Stone,143,Furniture,10,middle,POS industry with interest,365243,-583,-313,-313,-307,0
1146285,445810,Cash loans,NA,0,0,NA,NA,TUESDAY,11,Y,1,NA,NA,NA,XNA,Canceled,-370,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1803236,346285,Cash loans,22609.17,270000,291919.5,NA,270000,THURSDAY,11,Y,1,NA,NA,NA,XNA,Approved,-520,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-490,20,365243,365243,1
1785141,399854,Consumer loans,11000.88,70006.5,59490,13500,70006.5,SUNDAY,11,Y,1,0.20143481672458244,NA,NA,XAP,Approved,-416,Cash through the bank,XAP,NA,Refreshed,Consumer Electronics,POS,XNA,Country-wide,650,Consumer electronics,6,middle,POS household with interest,365243,-385,-235,-235,-227,0
1192371,222822,Consumer loans,2700.63,15975,17028,0,15975,SUNDAY,7,Y,1,0,NA,NA,XAP,Approved,-2313,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,20,Connectivity,8,high,POS mobile with interest,365243,-2282,-2072,-2072,-2061,1
2274221,181641,Cash loans,22896.63,193500,206271,0,193500,SATURDAY,11,Y,1,0,NA,NA,XNA,Approved,-1886,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,high,Cash X-Sell: high,365243,-1856,-1526,-1526,-1521,1
2689871,298326,Cash loans,62375.265,675000,776313,NA,675000,TUESDAY,17,Y,1,NA,NA,NA,Urgent needs,Canceled,-482,Cash through the bank,XAP,NA,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18,middle,Cash Street: middle,NA,NA,NA,NA,NA,NA
1176239,381890,Consumer loans,11553.255,56250,59035.5,0,56250,THURSDAY,10,Y,1,0,NA,NA,XAP,Approved,-1988,XNA,XAP,Family,Repeater,Gardening,POS,XNA,Stone,76,Construction,6,high,POS household with interest,365243,-1949,-1799,-1859,-1852,0
2611334,248026,Consumer loans,27260.055,125536.5,147415.5,0,125536.5,WEDNESDAY,15,Y,1,0,NA,NA,XAP,Approved,-626,XNA,XAP,NA,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,6,middle,POS household with interest,365243,-595,-445,-475,-468,0
2668908,286839,Consumer loans,NA,49455,49455,0,49455,THURSDAY,14,Y,1,0,NA,NA,XAP,Refused,-250,Cash through the bank,LIMIT,NA,Repeater,Mobile,XNA,XNA,Country-wide,64,Connectivity,NA,XNA,POS mobile with interest,NA,NA,NA,NA,NA,NA
1157597,442945,Consumer loans,4101.435,22365,20115,2250,22365,WEDNESDAY,13,Y,1,0.10956648984817996,NA,NA,XAP,Approved,-1597,Cash through the bank,XAP,NA,New,Mobile,POS,XNA,Country-wide,74,Connectivity,6,high,POS mobile with interest,365243,-1561,-1411,-1441,-1438,0
2661784,434149,Consumer loans,8304.885,90882,127665,0,90882,FRIDAY,15,Y,1,0,NA,NA,XAP,Approved,-788,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,1487,Consumer electronics,24,middle,POS household with interest,365243,-757,-67,-127,-121,0
2523143,347631,Revolving loans,9000,0,180000,NA,NA,WEDNESDAY,9,Y,1,NA,NA,NA,XAP,Approved,-2585,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Country-wide,-1,Connectivity,0,XNA,Card Street,-2584,-2534,365243,-951,365243,0
1154346,378760,Cash loans,15279.885,153000,193392,NA,153000,TUESDAY,17,Y,1,NA,NA,NA,XNA,Approved,-268,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,150,XNA,24,high,Cash X-Sell: high,NA,NA,NA,NA,NA,NA
1780705,297245,Cash loans,NA,0,0,NA,NA,WEDNESDAY,14,Y,1,NA,NA,NA,XNA,Canceled,-302,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Contact center,0,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1335783,130872,Revolving loans,22500,675000,450000,NA,675000,WEDNESDAY,15,Y,1,NA,NA,NA,XAP,Approved,-307,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-303,-267,365243,365243,365243,1
1074074,172988,Revolving loans,NA,0,0,NA,NA,TUESDAY,8,Y,1,NA,NA,NA,XAP,Canceled,-165,XNA,XAP,NA,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
2824974,222106,Cash loans,46614.96,1575000,1762110,NA,1575000,SUNDAY,8,Y,1,NA,NA,NA,XNA,Approved,-38,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_action,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
2328901,230432,Cash loans,12277.485,225000,309568.5,NA,225000,SATURDAY,11,Y,1,NA,NA,NA,XNA,Approved,-369,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-339,711,365243,365243,1
2721288,131639,Cash loans,30627,675000,675000,NA,675000,FRIDAY,10,Y,1,NA,NA,NA,XNA,Approved,-1663,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36,middle,Cash X-Sell: middle,365243,-1633,-583,-703,-695,0
2022988,153122,Cash loans,44178.525,585000,631332,NA,585000,SATURDAY,16,Y,1,NA,NA,NA,XNA,Approved,-450,Cash through the bank,XAP,NA,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,365243,-415,275,-325,-316,0
1987844,412641,Consumer loans,14378.715,67455,53964,13491,67455,FRIDAY,17,Y,1,0.2178181818181818,NA,NA,XAP,Approved,-896,Cash through the bank,XAP,NA,New,Mobile,POS,XNA,Country-wide,50,Connectivity,4,middle,POS mobile without interest,365243,-846,-756,-786,-782,0
2400283,155551,Consumer loans,7763.22,77643,69876,7767,77643,MONDAY,17,Y,1,0.1089469635499542,NA,NA,XAP,Refused,-2702,Cash through the bank,SCO,Other_A,Repeater,Audio/Video,POS,XNA,Country-wide,10,Consumer electronics,10,low_normal,POS household without interest,NA,NA,NA,NA,NA,NA
1385724,369083,Consumer loans,4866.93,87664.5,105021,0,87664.5,THURSDAY,11,Y,1,0,NA,NA,XAP,Approved,-1301,Cash through the bank,XAP,Unaccompanied,Refreshed,Furniture,POS,XNA,Regional / Local,432,Furniture,24,low_action,POS industry without interest,365243,-1270,-580,-580,-577,0
1431049,433363,Consumer loans,7075.755,36000,37899,0,36000,TUESDAY,16,Y,1,0,NA,NA,XAP,Approved,-1280,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,16,Clothing,6,middle,POS industry with interest,365243,-1247,-1097,-1097,-1093,0
1337876,187512,Consumer loans,8605.44,82566,90738,0,82566,FRIDAY,18,Y,1,0,NA,NA,XAP,Approved,-1354,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,1550,Consumer electronics,12,low_normal,POS household with interest,365243,-1323,-993,-993,-988,0
2192874,255714,Consumer loans,6787.26,31455,33012,0,31455,TUESDAY,9,Y,1,0,NA,NA,XAP,Approved,-2015,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,190,Consumer electronics,6,high,POS household with interest,365243,-1984,-1834,-1894,-1891,0
1985777,189894,Cash loans,7848,112500,112500,NA,112500,FRIDAY,15,Y,1,NA,NA,NA,XNA,Approved,-1065,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,365243,-1035,-345,-405,-398,0
2269289,402850,Consumer loans,NA,79416,79416,0,79416,SATURDAY,8,Y,1,0,NA,NA,XAP,Unused offer,-2012,Cash through the bank,CLIENT,Unaccompanied,Repeater,Consumer Electronics,XNA,XNA,Country-wide,900,Consumer electronics,NA,XNA,POS household with interest,NA,NA,NA,NA,NA,NA
2368605,415733,Cash loans,88247.565,1215000,1267924.5,NA,1215000,THURSDAY,12,Y,1,NA,NA,NA,XNA,Approved,-774,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,100,XNA,18,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
1331281,197135,Consumer loans,7107.39,77031,69327,7704,77031,TUESDAY,13,Y,1,0.10892181542023811,NA,NA,XAP,Approved,-676,Non-cash from your account,XAP,NA,New,Computers,POS,XNA,Stone,10,Consumer electronics,12,middle,POS household with interest,365243,-645,-315,-495,-489,0
2708232,363606,Consumer loans,7597.395,58455,56952,5845.5,58455,SATURDAY,15,Y,1,0.10137793557213112,NA,NA,XAP,Approved,-2468,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Stone,251,Consumer electronics,10,high,POS household with interest,365243,-2437,-2167,-2167,-2159,1
1987256,273331,Consumer loans,6621.795,31500,23242.5,9000,31500,SATURDAY,17,Y,1,0.30400304510562715,NA,NA,XAP,Approved,-2576,XNA,XAP,Family,New,Mobile,POS,XNA,Country-wide,41,Connectivity,4,high,POS mobile with interest,365243,-2545,-2455,-2455,-2442,1
2051936,295489,Cash loans,26958.195,450000,512370,NA,450000,TUESDAY,13,Y,1,NA,NA,NA,XNA,Approved,-161,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,365243,-131,919,365243,365243,1
1140462,179221,Consumer loans,6519.735,37795.5,32409,9000,37795.5,TUESDAY,2,Y,1,0.236707435142558,NA,NA,XAP,Refused,-741,Cash through the bank,LIMIT,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,200,Consumer electronics,6,high,POS household with interest,NA,NA,NA,NA,NA,NA
2787811,453988,Cash loans,30081.33,675000,755190,NA,675000,WEDNESDAY,9,Y,1,NA,NA,NA,XNA,Approved,-351,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-321,729,365243,365243,1
2838913,178379,Cash loans,NA,0,0,NA,NA,MONDAY,10,Y,1,NA,NA,NA,XNA,Canceled,-74,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1504644,186221,Cash loans,NA,0,0,NA,NA,TUESDAY,16,Y,1,NA,NA,NA,XNA,Canceled,-35,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2375421,271362,Revolving loans,NA,0,0,NA,NA,WEDNESDAY,11,Y,1,NA,NA,NA,XAP,Canceled,-290,XNA,XAP,NA,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
2497405,280968,Cash loans,4554.765,45000,47970,NA,45000,WEDNESDAY,10,Y,1,NA,NA,NA,XNA,Approved,-190,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Country-wide,15,Connectivity,12,low_normal,Cash X-Sell: low,365243,-160,170,365243,365243,1
2476288,302723,Consumer loans,16921.755,77566.5,81661.5,0,77566.5,TUESDAY,16,Y,1,0,NA,NA,XAP,Approved,-434,Cash through the bank,XAP,NA,Refreshed,Mobile,POS,XNA,Country-wide,20,Connectivity,6,high,POS mobile with interest,365243,-403,-253,-283,-275,0
1404578,432353,Consumer loans,NA,22180.5,22180.5,0,22180.5,WEDNESDAY,14,Y,1,0,NA,NA,XAP,Refused,-1163,Cash through the bank,LIMIT,NA,Repeater,Mobile,XNA,XNA,Country-wide,50,Connectivity,NA,XNA,POS mobile with interest,NA,NA,NA,NA,NA,NA
1677451,439018,Cash loans,NA,0,0,NA,NA,FRIDAY,14,Y,1,NA,NA,NA,XNA,Canceled,-89,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1713506,422022,Cash loans,NA,0,0,NA,NA,WEDNESDAY,7,Y,1,NA,NA,NA,XNA,Canceled,-287,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2297499,311515,Cash loans,NA,0,0,NA,NA,WEDNESDAY,9,Y,1,NA,NA,NA,XNA,Canceled,-283,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2717635,172517,Consumer loans,4002.39,22540.5,18985.5,4509,22540.5,TUESDAY,13,Y,1,0.2090153401473072,NA,NA,XAP,Approved,-687,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,15,Connectivity,6,high,POS mobile with interest,365243,-656,-506,-506,-500,0
2609723,451516,Cash loans,21222.675,166500,200763,NA,166500,WEDNESDAY,16,Y,1,NA,NA,NA,XNA,Approved,-1671,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-1641,-1311,-1311,-1303,1
2671479,167613,Consumer loans,43502.4,900000,720000,180000,900000,TUESDAY,10,Y,1,0.2178181818181818,NA,NA,XAP,Approved,-755,Cash through the bank,XAP,NA,New,Construction Materials,POS,XNA,Stone,15,Construction,24,middle,POS industry with interest,365243,-724,-34,-124,-120,0
